,neighbourhood_cleansed,accommodates,property_type,room_type,bathrooms,bedrooms,beds,price,guests_included,extra_people,security_deposit,availability_365,cancellation_policy,new_Hairdryer,new_Kitchen,new_Laptopfriendlyworkspace,new_Indoorfireplace,new_Hottub,new_baby_friendly,new_Iron,new_TV,new_family
12508,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,139,1,0,1,0,moderate,0,1,0,0,0,0,0,1,1
12509,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,105,1,18,1,0,flexible,1,1,0,0,0,0,1,0,1
12510,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,3.0,3.0,110,1,7,0,148,strict,1,1,1,0,0,0,1,1,1
12511,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,strict,1,1,1,0,0,0,1,0,0
12512,Bos en Lommer,2,Apartment,Entire home/apt,1.0,0.0,1.0,99,2,0,1,0,moderate,0,1,1,0,0,0,1,1,0
12514,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,3.0,5.0,120,2,30,1,0,moderate,0,1,1,0,1,0,0,1,1
12515,Gaasperdam - Driemond,2,Apartment,Private room,1.0,1.0,1.0,65,1,30,0,87,flexible,0,0,0,0,0,0,0,0,0
12516,Bijlmer-Oost,5,Apartment,Entire home/apt,1.0,0.0,3.0,85,1,15,1,0,strict,1,1,1,0,0,0,1,0,1
12517,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,149,1,0,0,0,flexible,1,1,1,1,0,0,1,1,1
12518,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,6,moderate,0,1,0,0,0,0,0,1,0
12522,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,65,1,25,1,0,strict,0,0,0,0,0,0,1,1,1
12523,Zuid,3,Apartment,Entire home/apt,1.0,1.0,2.0,102,2,0,0,13,moderate,0,1,1,0,0,0,1,1,1
12524,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,2,moderate,0,1,1,0,1,0,0,1,1
12525,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,129,1,0,0,0,strict,0,1,0,0,0,0,1,1,1
12526,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,2,40,0,0,flexible,1,1,1,0,0,0,1,1,1
12527,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,20,moderate,1,1,1,0,0,0,1,1,0
12528,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,179,2,50,1,359,moderate,1,1,1,0,0,0,1,1,0
12529,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,3.0,3.0,131,2,10,1,4,strict,1,1,1,0,1,1,1,1,1
12530,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,2.0,1.0,2.0,199,2,15,1,0,moderate,1,1,1,0,1,0,1,0,1
12531,De Baarsjes - Oud-West,5,Apartment,Entire home/apt,1.0,3.0,3.0,175,1,0,0,33,strict,1,1,1,0,1,1,1,1,1
12532,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,2.0,68,1,0,0,0,flexible,0,1,0,0,0,0,1,1,1
12534,Oud-Noord,6,Houseboat,Entire home/apt,1.0,4.0,4.0,111,2,35,1,130,flexible,1,1,1,0,0,0,0,1,1
12535,Noord-West,4,House,Entire home/apt,2.0,3.0,3.0,110,4,0,1,0,moderate,0,1,1,0,0,0,1,1,1
12536,Bos en Lommer,2,Other,Entire home/apt,1.0,1.0,1.0,120,1,0,1,12,moderate,1,1,1,0,0,0,1,1,0
12537,Zuid,4,Apartment,Entire home/apt,1.0,1.0,2.0,130,2,25,1,0,moderate,1,1,1,1,0,0,1,1,1
12538,De Pijp - Rivierenbuurt,3,Apartment,Private room,1.0,1.0,3.0,71,2,20,0,0,flexible,0,1,0,0,0,0,0,0,0
12540,Oud-Noord,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,1,0,1,0,moderate,1,1,1,0,0,0,0,1,0
12541,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,0,43,moderate,0,1,0,1,1,0,1,1,0
12543,Noord-West,4,House,Entire home/apt,1.0,3.0,3.0,179,1,0,1,0,moderate,0,1,1,0,1,1,1,1,1
12544,Centrum-West,2,Apartment,Private room,1.0,1.0,1.0,85,1,0,1,106,moderate,1,1,1,0,0,0,1,1,0
12545,Oud-Oost,3,Apartment,Entire home/apt,1.0,2.0,2.0,165,1,0,0,0,strict,1,1,1,0,0,0,1,1,1
12546,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,0,29,flexible,1,1,0,0,0,0,1,1,0
12547,De Pijp - Rivierenbuurt,4,Condominium,Entire home/apt,1.0,2.0,2.0,100,2,130,1,68,strict,1,1,1,0,0,0,1,1,0
12548,Centrum-Oost,2,Bed and breakfast,Private room,1.0,0.0,1.0,170,1,0,0,8,moderate,1,1,1,0,1,0,0,1,0
12549,Zuid,2,House,Entire home/apt,1.0,1.0,1.0,100,2,25,0,0,moderate,1,1,1,0,0,0,1,1,1
12550,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
12552,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12554,Centrum-West,2,Apartment,Private room,1.0,0.0,2.0,71,2,35,1,27,strict,0,1,1,0,0,0,0,1,1
12555,Geuzenveld - Slotermeer,4,House,Entire home/apt,1.0,3.0,4.0,149,1,0,0,1,moderate,1,1,1,0,1,1,1,1,1
12556,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,2.0,140,3,10,1,0,strict,1,1,1,0,0,0,1,1,0
12557,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,2.0,1.0,2.0,130,1,0,1,0,moderate,1,1,1,0,0,0,0,1,0
12558,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,2.0,2.0,150,1,0,1,0,flexible,1,1,0,0,0,0,1,0,1
12559,Centrum-West,2,Apartment,Entire home/apt,2.0,1.0,1.0,175,2,10,1,0,strict,1,0,1,0,0,0,0,1,1
12560,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,85,2,20,1,0,moderate,0,1,1,0,0,0,1,0,0
12561,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,124,1,0,1,7,strict,1,1,0,0,0,0,1,1,0
12563,Oud-Noord,4,Apartment,Entire home/apt,1.0,2.0,2.0,76,1,45,1,8,strict,0,1,1,0,0,0,1,1,1
12564,Oud-Noord,2,Apartment,Private room,1.0,1.0,1.0,45,1,35,1,0,strict,0,1,1,0,0,0,1,1,0
12565,Geuzenveld - Slotermeer,2,Apartment,Private room,1.0,1.0,1.0,84,1,0,0,344,strict,1,1,1,0,0,0,1,1,1
12566,Centrum-West,4,Bed and breakfast,Private room,1.0,2.0,2.0,125,2,25,0,0,strict,1,1,0,0,0,0,1,0,0
12567,Zuid,1,Apartment,Private room,1.0,1.0,1.0,75,1,0,1,337,strict,1,1,1,0,1,0,1,0,0
12568,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,moderate,0,0,0,0,0,0,1,0,0
12570,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,0,0,strict,0,1,0,0,0,0,1,1,1
12571,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,18,1,0,strict,1,1,1,0,0,1,0,1,0
12573,Watergraafsmeer,1,Townhouse,Private room,1.0,1.0,1.0,40,1,0,1,0,flexible,0,1,0,0,0,0,0,0,0
12574,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,0,7,moderate,1,1,1,0,0,0,1,1,1
12575,Noord-West,2,House,Entire home/apt,1.0,1.0,1.0,89,1,0,1,0,strict,1,1,1,0,0,0,1,1,0
12578,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,2,70,1,0,moderate,1,1,1,0,0,0,1,1,0
12580,Oostelijk Havengebied - Indische Buurt,2,Guest suite,Private room,1.0,0.0,1.0,120,1,0,0,0,strict,1,0,0,0,0,0,1,1,0
12581,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,4,strict,1,1,1,0,0,0,1,0,0
12583,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,1.0,130,2,35,1,0,strict,0,1,1,0,0,0,0,0,0
12584,Zuid,2,Apartment,Private room,1.0,1.0,1.0,60,1,0,0,0,flexible,0,1,0,0,0,0,0,0,0
12586,Centrum-West,4,Apartment,Private room,1.0,2.0,4.0,160,2,15,0,233,flexible,1,1,1,0,0,1,1,1,1
12588,Oud-Oost,1,Apartment,Entire home/apt,2.0,1.0,1.0,77,1,30,1,0,flexible,0,1,1,0,0,0,1,1,0
12589,Noord-Oost,2,Apartment,Private room,1.0,1.0,1.0,60,1,40,0,0,strict,0,1,1,0,0,0,0,1,0
12590,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,75,2,10,1,0,strict,1,1,1,0,0,1,1,1,1
12591,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,3.0,3.0,149,1,0,0,12,strict,0,1,1,0,0,0,1,1,1
12592,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,2.0,2.0,2.0,140,1,0,1,58,moderate,1,1,1,0,0,0,1,1,0
12593,Centrum-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,198,2,50,1,189,strict,1,1,1,0,0,0,0,1,1
12594,Centrum-Oost,2,Townhouse,Private room,1.0,0.0,1.0,85,1,0,1,73,strict,1,1,1,0,0,0,0,1,0
12595,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,2.0,2.0,100,2,30,1,0,strict,1,1,1,0,0,0,1,1,1
12596,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,85,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
12597,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,132,2,25,1,0,strict,1,1,1,0,1,0,0,0,1
12598,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,1,0,1,4,strict,0,1,1,0,0,0,1,1,0
12599,Oostelijk Havengebied - Indische Buurt,4,House,Entire home/apt,2.0,4.0,4.0,195,1,0,0,34,moderate,1,1,1,0,0,0,1,1,1
12600,Oostelijk Havengebied - Indische Buurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,100,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12601,Oud-Oost,2,Apartment,Entire home/apt,1.0,2.0,2.0,110,2,50,0,3,strict,1,1,1,0,0,0,1,1,1
12603,Centrum-Oost,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,0,flexible,1,1,1,0,0,0,1,1,0
12604,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,134,1,0,0,10,moderate,1,1,0,1,0,0,1,1,0
12605,Westerpark,4,Apartment,Entire home/apt,2.0,2.0,2.0,100,2,35,1,0,moderate,1,1,1,0,0,0,1,1,1
12606,Watergraafsmeer,2,Loft,Entire home/apt,1.0,1.0,1.0,175,1,0,1,2,strict,1,1,1,0,0,0,1,1,1
12607,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,1,8,strict,0,1,1,0,0,0,1,0,0
12608,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,0,0,moderate,1,1,0,0,0,0,0,0,1
12609,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,92,1,0,0,0,flexible,0,1,1,0,0,0,0,1,1
12610,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,79,1,0,0,13,moderate,1,1,0,0,0,0,1,0,1
12611,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,109,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
12612,De Baarsjes - Oud-West,1,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,0,0,flexible,1,1,0,0,0,0,1,1,0
12613,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,3.0,100,2,0,0,3,strict,1,1,1,0,0,0,1,1,1
12615,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,135,1,0,0,0,moderate,1,1,1,0,0,0,1,1,0
12616,Oud-Noord,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,1,0,0,16,strict,0,1,1,0,0,0,1,1,1
12617,Noord-Oost,1,Apartment,Private room,1.0,1.0,1.0,40,1,0,0,61,moderate,0,1,1,0,0,0,0,0,0
12618,Noord-Oost,6,Townhouse,Entire home/apt,2.0,0.0,6.0,165,1,5,0,358,flexible,1,1,1,1,0,0,1,1,1
12619,Zuid,4,Apartment,Entire home/apt,1.0,2.0,2.0,175,2,10,1,0,strict,1,1,1,0,0,0,1,1,1
12622,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,118,1,0,1,13,strict,1,1,1,0,0,0,1,1,1
12623,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,94,1,0,0,37,flexible,0,1,1,0,0,0,0,1,0
12624,Zuid,2,Boat,Private room,1.0,1.0,3.0,35,2,15,1,277,strict,1,1,0,0,0,0,0,0,0
12625,De Pijp - Rivierenbuurt,3,Apartment,Entire home/apt,1.0,1.0,2.0,130,1,0,0,1,moderate,1,1,1,0,1,0,1,0,1
12626,Centrum-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,160,2,28,0,0,moderate,0,1,1,0,0,0,1,1,1
12627,Bos en Lommer,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,0,flexible,1,1,1,0,0,0,1,1,0
12628,Westerpark,4,Apartment,Entire home/apt,2.0,2.0,2.0,120,1,10,1,0,strict,1,1,1,0,0,1,0,1,1
12629,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,2.0,80,1,0,1,0,moderate,1,1,0,0,0,0,1,0,0
12630,Zuid,4,Apartment,Entire home/apt,3.0,2.0,2.0,190,2,25,0,11,moderate,1,1,1,0,0,0,1,1,1
12631,Zuid,4,Apartment,Entire home/apt,2.0,2.0,2.0,150,2,45,1,85,strict,1,1,1,0,0,0,1,1,1
12632,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,170,2,10,0,0,flexible,1,1,1,0,0,0,1,1,0
12633,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,160,1,0,0,0,flexible,0,1,1,0,0,0,0,1,0
12634,Watergraafsmeer,4,Apartment,Entire home/apt,1.0,3.0,2.0,165,2,25,1,148,strict,1,1,1,0,0,0,1,1,1
12635,De Pijp - Rivierenbuurt,3,Loft,Entire home/apt,1.0,1.0,1.0,150,2,45,0,0,strict,1,1,1,0,0,0,0,0,1
12636,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,4.0,175,2,35,1,5,strict,1,1,1,0,0,1,0,1,1
12637,Bijlmer-Centrum,2,Apartment,Private room,1.0,1.0,1.0,100,1,0,0,91,strict,0,1,0,0,0,0,1,1,0
12638,De Pijp - Rivierenbuurt,1,Apartment,Private room,2.0,1.0,1.0,40,1,30,1,5,moderate,1,1,1,0,0,0,1,0,1
12639,Oud-Oost,4,Apartment,Entire home/apt,1.0,3.0,3.0,149,4,25,1,0,strict,1,1,1,0,0,0,1,1,1
12641,Oud-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,79,1,0,1,1,moderate,0,1,1,0,0,0,0,1,0
12643,IJburg - Zeeburgereiland,4,Townhouse,Entire home/apt,1.0,3.0,4.0,150,1,0,0,22,strict,1,1,1,1,0,0,0,1,1
12644,Centrum-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,125,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12645,Westerpark,4,Apartment,Entire home/apt,2.0,2.0,2.0,185,1,0,1,12,strict,1,1,1,0,0,0,1,1,0
12646,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,1,0,moderate,0,1,1,0,0,0,1,1,0
12647,Oud-Oost,2,House,Entire home/apt,1.0,1.0,1.0,100,1,0,1,0,moderate,1,1,1,0,0,0,0,1,0
12648,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,1.0,95,1,0,0,0,strict,0,1,0,0,0,0,1,1,0
12649,Bijlmer-Centrum,2,Apartment,Private room,1.0,2.0,2.0,95,1,25,1,0,flexible,0,1,1,0,0,0,0,1,1
12650,IJburg - Zeeburgereiland,4,Apartment,Entire home/apt,1.0,2.0,2.0,99,4,0,0,9,flexible,1,1,1,0,0,0,1,1,1
12651,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,100,1,0,0,65,moderate,1,1,0,0,0,0,0,1,1
12652,Centrum-Oost,3,Apartment,Entire home/apt,1.0,2.0,3.0,180,1,0,0,162,moderate,1,1,1,0,1,0,0,1,1
12653,Westerpark,2,Apartment,Entire home/apt,1.0,0.0,1.0,135,1,0,1,31,flexible,1,1,1,0,0,0,1,1,1
12654,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,0.0,1.0,80,2,0,0,25,moderate,1,1,1,0,0,0,1,1,1
12656,Watergraafsmeer,2,Apartment,Entire home/apt,1.0,1.0,2.0,90,1,0,1,6,strict,1,1,1,0,0,0,1,0,1
12657,De Baarsjes - Oud-West,1,Apartment,Private room,1.0,1.0,1.0,59,1,0,0,68,strict,1,1,1,0,1,0,1,1,0
12659,Watergraafsmeer,3,House,Private room,1.0,2.0,2.0,70,2,20,1,101,strict,1,1,1,0,0,0,0,0,1
12660,Oud-Oost,2,Apartment,Private room,1.0,1.0,1.0,120,1,0,0,0,strict,1,1,0,0,0,0,1,1,0
12661,Noord-West,4,House,Entire home/apt,1.0,2.0,2.0,180,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12662,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,2.0,2.0,161,1,11,1,0,strict,1,1,1,0,0,1,0,1,1
12664,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,180,2,30,1,0,moderate,0,1,1,0,0,0,1,1,1
12665,Centrum-Oost,4,Apartment,Entire home/apt,2.0,2.0,2.0,125,1,8,1,0,strict,1,1,1,0,0,1,1,1,1
12666,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,75,1,0,1,51,strict,1,1,0,0,0,0,1,1,0
12668,De Pijp - Rivierenbuurt,3,Apartment,Private room,1.0,1.0,2.0,100,2,40,0,63,moderate,0,1,1,0,0,0,1,1,0
12669,Watergraafsmeer,5,Apartment,Entire home/apt,1.0,3.0,5.0,110,1,0,0,9,flexible,1,1,1,0,1,1,1,1,1
12670,Oostelijk Havengebied - Indische Buurt,2,House,Entire home/apt,1.0,1.0,1.0,80,1,0,1,0,moderate,1,1,0,0,0,0,1,0,0
12671,Slotervaart,2,Apartment,Private room,0.0,1.0,1.0,73,1,15,0,0,strict,1,1,1,0,0,0,1,1,0
12673,De Baarsjes - Oud-West,2,Apartment,Private room,1.0,1.0,1.0,76,1,0,0,69,strict,1,1,1,0,1,0,1,1,0
12674,Oud-Oost,2,Other,Entire home/apt,1.0,1.0,1.0,80,1,0,0,0,flexible,0,1,0,0,0,0,1,1,1
12677,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,100,2,50,0,6,moderate,1,1,0,0,0,0,0,0,0
12679,Gaasperdam - Driemond,2,Apartment,Entire home/apt,1.0,1.0,1.0,98,2,20,0,0,strict,1,1,1,0,0,0,1,1,1
12681,Centrum-Oost,2,Apartment,Private room,1.0,0.0,1.0,85,1,0,0,0,flexible,0,1,1,0,0,0,0,1,1
12683,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,50,1,28,0,0,flexible,0,1,1,0,0,0,1,1,0
12685,Noord-West,4,House,Entire home/apt,1.0,3.0,2.0,130,2,10,1,339,moderate,0,1,0,0,0,1,1,1,1
12686,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,90,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12687,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,3.0,4.0,190,2,30,1,0,moderate,0,1,1,0,0,0,0,1,1
12688,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,1,1,1,0,0,0,1,1,0
12689,Bos en Lommer,4,Apartment,Entire home/apt,1.0,2.0,2.0,100,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
12691,Zuid,2,Apartment,Shared room,1.0,1.0,2.0,44,1,0,0,0,moderate,0,1,0,0,0,0,0,1,1
12692,Bijlmer-Centrum,2,Apartment,Private room,2.0,1.0,1.0,65,1,0,0,0,flexible,1,1,1,0,1,0,1,1,0
12693,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,129,1,10,0,75,strict,1,1,1,0,0,0,1,0,1
12696,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,99,1,0,1,0,moderate,1,1,1,0,0,0,1,0,0
12697,De Pijp - Rivierenbuurt,2,Apartment,Private room,1.0,1.0,1.0,139,1,10,0,75,strict,1,1,1,0,0,0,1,0,1
12699,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,70,1,0,0,0,flexible,1,1,1,0,0,0,1,1,0
12700,Watergraafsmeer,4,Apartment,Entire home/apt,2.0,2.0,2.0,157,4,30,1,0,strict,1,1,0,0,1,0,1,1,1
12702,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,2.0,1.0,1.0,150,1,0,0,0,strict,0,1,1,0,1,0,1,1,0
12703,Bos en Lommer,4,Apartment,Entire home/apt,2.0,2.0,3.0,159,2,0,1,67,strict,0,1,0,0,0,1,0,1,1
12704,Bos en Lommer,3,Apartment,Entire home/apt,1.0,1.0,1.0,100,2,25,1,8,strict,0,1,1,0,0,0,0,1,1
12705,De Baarsjes - Oud-West,3,Apartment,Entire home/apt,1.0,1.0,2.0,179,2,30,0,17,moderate,0,1,0,0,0,0,1,0,1
12706,Gaasperdam - Driemond,3,Loft,Entire home/apt,1.0,0.0,2.0,67,1,0,1,0,flexible,1,1,1,0,0,0,1,1,1
12707,Bijlmer-Centrum,2,Apartment,Entire home/apt,1.0,0.0,1.0,90,2,20,0,0,strict,1,1,1,0,0,0,1,1,0
12708,De Pijp - Rivierenbuurt,3,Townhouse,Entire home/apt,1.0,2.0,3.0,130,1,0,1,0,flexible,0,1,1,0,0,0,0,1,1
12709,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,32,1,0,0,0,flexible,1,1,1,0,0,0,1,1,1
12710,Noord-West,7,Apartment,Entire home/apt,1.0,3.0,5.0,165,4,23,1,252,strict,1,1,1,0,0,1,1,0,1
12711,Centrum-West,3,Apartment,Private room,1.0,1.0,2.0,165,2,45,1,23,strict,1,1,1,0,0,0,1,1,1
12712,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,2.0,1.0,1.0,120,1,0,0,0,flexible,1,1,1,0,0,0,0,1,1
12713,Bos en Lommer,2,Townhouse,Private room,2.0,1.0,1.0,75,1,0,0,172,strict,1,1,0,0,1,1,1,1,1
12715,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,1.0,2.0,2.0,190,2,0,1,21,strict,1,1,1,0,0,0,1,1,1
12716,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,0,moderate,1,1,0,0,0,0,1,0,0
12717,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,160,1,0,0,0,moderate,0,1,0,0,0,0,1,1,1
12718,Oud-Oost,2,Apartment,Entire home/apt,1.0,2.0,1.0,105,1,0,0,0,flexible,0,0,1,0,0,0,1,1,1
12719,De Pijp - Rivierenbuurt,2,Other,Entire home/apt,1.0,1.0,1.0,90,1,0,0,0,moderate,0,1,1,0,0,0,1,1,0
12720,De Baarsjes - Oud-West,2,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,0,66,strict,1,1,1,0,0,0,0,1,0
12721,Centrum-Oost,3,Townhouse,Entire home/apt,1.0,1.0,2.0,139,2,55,1,0,strict,1,1,1,0,1,0,1,1,1
12722,De Aker - Nieuw Sloten,4,House,Entire home/apt,3.0,3.0,5.0,172,4,0,1,89,moderate,0,1,1,0,0,0,1,1,1
12723,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,2.0,114,1,0,1,25,strict,1,1,1,0,0,0,1,1,1
12724,Westerpark,2,Apartment,Entire home/apt,1.0,1.0,1.0,145,1,0,0,4,moderate,1,1,1,0,1,1,1,1,1
12725,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,150,1,0,1,0,moderate,1,1,1,0,0,0,0,1,1
12726,Centrum-Oost,4,Apartment,Entire home/apt,1.0,1.0,1.0,150,2,30,0,0,flexible,0,1,1,0,0,0,0,1,1
12727,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,2.0,120,2,20,0,0,strict,0,1,1,0,0,0,0,0,1
12728,Noord-Oost,4,Apartment,Entire home/apt,1.0,2.0,2.0,150,1,0,1,0,moderate,1,1,0,0,0,0,1,1,1
12729,Oostelijk Havengebied - Indische Buurt,4,House,Entire home/apt,2.0,3.0,3.0,155,1,0,1,0,moderate,1,1,1,0,0,0,1,1,1
12730,Slotervaart,2,Apartment,Entire home/apt,1.0,1.0,1.0,80,1,0,1,0,strict,0,1,1,0,0,0,1,1,1
12732,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,2.0,3.0,144,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12733,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,119,1,0,1,0,strict,0,1,0,0,0,0,0,1,1
12734,Centrum-Oost,4,Apartment,Entire home/apt,1.0,3.0,5.0,150,1,0,0,0,moderate,1,1,1,0,0,0,1,1,1
12735,Zuid,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,0,strict,0,1,0,0,0,0,0,1,1
12736,Osdorp,4,Apartment,Entire home/apt,1.0,3.0,3.0,125,2,25,1,0,moderate,1,1,1,0,0,1,1,1,1
12737,De Baarsjes - Oud-West,4,Apartment,Entire home/apt,1.0,1.0,2.0,190,2,25,0,0,strict,1,1,1,0,1,0,1,1,1
12738,IJburg - Zeeburgereiland,3,Apartment,Entire home/apt,1.0,1.0,1.0,110,1,0,1,0,strict,0,1,0,0,0,0,1,1,0
12740,Oostelijk Havengebied - Indische Buurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,120,1,0,0,15,strict,0,1,0,0,0,0,0,1,1
12741,De Pijp - Rivierenbuurt,2,Apartment,Entire home/apt,1.0,1.0,1.0,94,2,258,0,73,strict,1,1,1,0,0,0,1,1,1
12742,Centrum-Oost,2,Apartment,Entire home/apt,1.0,1.0,1.0,94,1,0,1,31,moderate,1,1,0,0,0,0,1,1,0
12743,De Pijp - Rivierenbuurt,4,Apartment,Entire home/apt,2.0,2.0,2.0,180,1,10,1,0,strict,1,1,1,0,0,1,0,1,1
